VJAVKW_DT,VJAVKW,TTOKM
2006-09-25,200639,24550.0
2006-10-02,200640,27317.0
2006-10-09,200641,28299.0
2006-10-16,200642,25829.0
2006-10-23,200643,24658.0
2006-10-30,200644,24473.0
2006-11-06,200645,26118.0
2006-11-13,200646,23536.0
2006-11-20,200647,25554.0
2006-11-27,200648,25479.0
2006-12-04,200649,21352.0
2006-12-11,200650,22730.0
2006-12-18,200651,18640.0
2006-12-25,200652,10133.0
2007-01-01,200701,18108.0
2007-01-08,200702,20248.0
2007-01-15,200703,20622.0
2007-01-22,200704,19200.0
2007-01-29,200705,21935.0
2007-02-05,200706,20371.0
2007-02-12,200707,20174.0
2007-02-19,200708,20113.0
2007-02-26,200709,21797.0
2007-03-05,200710,23565.0
2007-03-12,200711,21781.0
2007-03-19,200712,22127.0
2007-03-26,200713,23771.0
2007-04-02,200714,22772.0
2007-04-09,200715,20473.0
2007-04-16,200716,24164.0
2007-04-23,200717,23698.0
2007-04-30,200718,21641.0
2007-05-07,200719,26723.0
2007-05-14,200720,21911.0
2007-05-21,200721,26407.0
2007-05-28,200722,23696.0
2007-06-04,200723,22775.0
2007-06-11,200724,23771.0
2007-06-18,200725,24590.0
2007-06-25,200726,23868.0
2007-07-02,200727,24119.0
2007-07-09,200728,29165.0
2007-07-16,200729,26960.0
2007-07-23,200730,25142.0
2007-07-30,200731,24875.0
2007-08-06,200732,26398.0
2007-08-13,200733,23865.0
2007-08-20,200734,26722.0
2007-08-27,200735,25092.0
2007-09-03,200736,24231.0
2007-09-10,200737,24695.0
2007-09-17,200738,24185.0
2007-09-24,200739,26286.0
2007-10-01,200740,26704.0
2007-10-08,200741,24512.0
2007-10-15,200742,24986.0
2007-10-22,200743,24126.0
2007-10-29,200744,22645.0
2007-11-05,200745,26149.0
2007-11-12,200746,24041.0
2007-11-19,200747,24615.0
2007-11-26,200748,22338.0
2007-12-03,200749,22627.0
2007-12-10,200750,20516.0
2007-12-17,200751,19583.0
2007-12-24,200752,8468.0
2008-01-07,200801,16260.0
2008-01-14,200802,17272.0
2008-01-21,200803,18874.0
2008-01-28,200804,19595.0
2008-02-04,200805,17988.0
2008-02-11,200806,17081.0
2008-02-18,200807,17761.0
2008-02-25,200808,18944.0
2008-03-03,200809,20199.0
2008-03-10,200810,23519.0
2008-03-17,200811,22069.0
2008-03-24,200812,24009.0
2008-03-31,200813,20898.0
2008-04-07,200814,22736.0
2008-04-14,200815,24237.0
2008-04-21,200816,24533.0
2008-04-28,200817,25897.0
2008-05-05,200818,23087.0
2008-05-12,200819,26223.0
2008-05-19,200820,23236.0
2008-05-26,200821,20136.0
2008-06-02,200822,24515.0
2008-06-09,200823,21899.0
2008-06-16,200824,22220.0
2008-06-23,200825,21401.0
2008-06-30,200826,22711.0
2008-07-07,200827,24915.0
2008-07-14,200828,26369.0
2008-07-21,200829,23746.0
2008-07-28,200830,26420.0
2008-08-04,200831,27808.0
2008-08-11,200832,25939.0
2008-08-18,200833,23239.0
2008-08-25,200834,25514.0
2008-09-01,200835,25208.0
2008-09-08,200836,24365.0
2008-09-15,200837,24867.0
2008-09-22,200838,23836.0
2008-09-29,200839,24275.0
2008-10-06,200840,25035.0
2008-10-13,200841,27021.0
2008-10-20,200842,25714.0
2008-10-27,200843,27416.0
2008-11-03,200844,26749.0
2008-11-10,200845,24246.0
2008-11-17,200846,23971.0
2008-11-24,200847,23998.0
2008-12-01,200848,20168.0
2008-12-08,200849,23607.0
2008-12-15,200850,18772.0
2008-12-22,200851,15106.0
2008-12-29,200852,5115.0
2009-01-05,200901,2568.0
2009-01-12,200902,10269.0
2009-01-19,200903,13615.0
2009-01-26,200904,12570.0
2009-02-02,200905,15211.0
2009-02-09,200906,17580.0
2009-02-16,200907,17963.0
2009-02-23,200908,16004.0
2009-03-02,200909,16816.0
2009-03-09,200910,19368.0
2009-03-16,200911,18563.0
2009-03-23,200912,18536.0
2009-03-30,200913,20571.0
2009-04-06,200914,21551.0
2009-04-13,200915,20380.0
2009-04-20,200916,18232.0
2009-04-27,200917,21343.0
2009-05-04,200918,17495.0
2009-05-11,200919,23360.0
2009-05-18,200920,21227.0
2009-05-25,200921,16337.0
2009-06-01,200922,19822.0
2009-06-08,200923,18083.0
2009-06-15,200924,17310.0
2009-06-22,200925,19796.0
2009-06-29,200926,19174.0
2009-07-06,200927,19952.0
2009-07-13,200928,17623.0
2009-07-20,200929,20103.0
2009-07-27,200930,19604.0
2009-08-03,200931,18938.0
2009-08-10,200932,18086.0
2009-08-17,200933,22072.0
2009-08-24,200934,20292.0
2009-08-31,200935,19655.0
2009-09-07,200936,21961.0
2009-09-14,200937,24171.0
2009-09-21,200938,21641.0
2009-09-28,200939,24035.0
2009-10-05,200940,23295.0
2009-10-12,200941,21372.0
2009-10-19,200942,21305.0
2009-10-26,200943,23623.0
2009-11-02,200944,19369.0
2009-11-09,200945,23404.0
2009-11-16,200946,21837.0
2009-11-23,200947,22256.0
2009-11-30,200948,19622.0
2009-12-07,200949,17983.0
2009-12-14,200950,15275.0
2009-12-21,200951,12804.0
2009-12-28,200952,7133.0
2010-01-04,201001,10611.0
2010-01-04,200953,6441.0
2010-01-11,201002,13952.0
2010-01-18,201003,16229.0
2010-01-25,201004,15192.0
2010-02-01,201005,14903.0
2010-02-08,201006,14051.0
2010-02-15,201007,15314.0
2010-02-22,201008,14128.0
2010-03-01,201009,17592.0
2010-03-08,201010,18312.0
2010-03-15,201011,21742.0
2010-03-22,201012,23277.0
2010-03-29,201013,23398.0
2010-04-05,201014,20547.0
2010-04-12,201015,22823.0
2010-04-19,201016,24691.0
2010-04-26,201017,24527.0
2010-05-03,201018,22739.0
2010-05-10,201019,18914.0
2010-05-17,201020,22171.0
2010-05-24,201021,19061.0
2010-05-31,201022,19788.0
2010-06-07,201023,23510.0
2010-06-14,201024,22547.0
2010-06-21,201025,21118.0
2010-06-28,201026,20806.0
2010-07-05,201027,22521.0
2010-07-12,201028,22338.0
2010-07-19,201029,23283.0
2010-07-26,201030,24372.0
2010-08-02,201031,21015.0
2010-08-09,201032,24071.0
2010-08-16,201033,25030.0
2010-08-23,201034,23499.0
2010-08-30,201035,24654.0
2010-09-06,201036,24234.0
2010-09-13,201037,25783.0
2010-09-20,201038,25784.0
2010-09-27,201039,23338.0
2010-10-04,201040,24121.0
2010-10-11,201041,23800.0
2010-10-18,201042,24848.0
2010-10-25,201043,22414.0
2010-11-01,201044,18813.0
2010-11-08,201045,21472.0
2010-11-15,201046,19914.0
2010-11-22,201047,18068.0
2010-11-29,201048,14648.0
2010-12-06,201049,14023.0
2010-12-13,201050,13513.0
2010-12-20,201051,8335.0
2010-12-27,201052,7221.0
2011-01-03,201053,591.0
2011-01-03,201101,9717.0
2011-01-10,201102,12870.0
2011-01-17,201103,12437.0
2011-01-24,201104,12884.0
2011-01-31,201105,14070.0
2011-02-07,201106,13251.0
2011-02-14,201107,13804.0
2011-02-21,201108,13988.0
2011-02-28,201109,16116.0
2011-03-07,201110,17596.0
2011-03-14,201111,18707.0
2011-03-21,201112,21514.0
2011-03-28,201113,19203.0
2011-04-04,201114,18429.0
2011-04-11,201115,22949.0
2011-04-18,201116,22730.0
2011-04-25,201117,19612.0
2011-05-02,201118,21557.0
2011-05-09,201119,20934.0
2011-05-16,201120,21384.0
2011-05-23,201121,19900.0
2011-05-30,201122,18346.0
2011-06-06,201123,19674.0
2011-06-13,201124,19153.0
2011-06-20,201125,19480.0
2011-06-27,201126,22973.0
2011-07-04,201127,20354.0
2011-07-11,201128,20196.0
2011-07-18,201129,20957.0
2011-07-25,201130,20578.0
2011-08-01,201131,22509.0
2011-08-08,201132,18287.0
2011-08-15,201133,16695.0
2011-08-22,201134,20480.0
2011-08-29,201135,19775.0
2011-09-05,201136,21276.0
2011-09-12,201137,20250.0
2011-09-19,201138,19947.0
2011-09-26,201139,19992.0
2011-10-03,201140,20839.0
2011-10-10,201141,20099.0
2011-10-17,201142,18445.0
2011-10-24,201143,15457.0
2011-10-31,201144,15326.0
2011-11-07,201145,18245.0
2011-11-14,201146,17053.0
2011-11-21,201147,17208.0
2011-11-28,201148,15584.0
2011-12-05,201149,13875.0
2011-12-12,201150,15044.0
2011-12-19,201151,10055.0
2011-12-26,201152,7640.0
2012-01-02,201201,10018.0
2012-01-09,201202,10955.0
2012-01-16,201203,11392.0
2012-01-23,201204,11973.0
2012-01-30,201205,10922.0
2012-02-06,201206,10806.0
2012-02-13,201207,13114.0
2012-02-20,201208,14283.0
2012-02-27,201209,13544.0
2012-03-05,201210,15585.0
2012-03-12,201211,16783.0
2012-03-19,201212,15617.0
2012-03-26,201213,19515.0
2012-04-02,201214,16522.0
2012-04-09,201215,16382.0
2012-04-16,201216,17706.0
2012-04-23,201217,20205.0
2012-04-30,201218,15907.0
2012-05-07,201219,20708.0
2012-05-14,201220,19283.0
2012-05-21,201221,21190.0
2012-05-28,201222,19943.0
2012-06-04,201223,17562.0
2012-06-11,201224,21442.0
2012-06-18,201225,20847.0
2012-06-25,201226,20244.0
2012-07-02,201227,19827.0
2012-07-09,201228,21164.0
2012-07-16,201229,22986.0
2012-07-23,201230,21549.0
2012-07-30,201231,19758.0
2012-08-06,201232,18691.0
2012-08-13,201233,17519.0
2012-08-20,201234,21824.0
2012-08-27,201235,19584.0
2012-09-03,201236,20280.0
2012-09-10,201237,18608.0
2012-09-17,201238,19761.0
2012-09-24,201239,20859.0
2012-10-01,201240,19233.0
2012-10-08,201241,18874.0
2012-10-15,201242,18207.0
2012-10-22,201243,17450.0
2012-10-29,201244,15694.0
2012-11-05,201245,18293.0
2012-11-12,201246,17575.0
2012-11-19,201247,17476.0
2012-11-26,201248,15062.0
2012-12-03,201249,15010.0
2012-12-10,201250,12218.0
2012-12-17,201251,10547.0
2012-12-24,201252,4597.0
2013-01-07,201301,9299.0
2013-01-14,201302,10397.0
2013-01-21,201303,10883.0
2013-01-28,201304,12894.0
2013-02-04,201305,12870.0
2013-02-11,201306,12902.0
2013-02-18,201307,13623.0
2013-02-25,201308,14715.0
2013-03-04,201309,15222.0
2013-03-11,201310,18268.0
2013-03-18,201311,18194.0
2013-03-25,201312,18907.0
2013-04-01,201313,14303.0
2013-04-08,201314,15839.0
2013-04-15,201315,18863.0
2013-04-22,201316,19581.0
2013-04-29,201317,18954.0
2013-05-06,201318,15157.0
2013-05-13,201319,16797.0
2013-05-20,201320,19622.0
2013-05-27,201321,17807.0
2013-06-03,201322,15024.0
2013-06-10,201323,13708.0
2013-06-17,201324,16217.0
2013-06-24,201325,15856.0
2013-07-01,201326,19900.0
2013-07-08,201327,18345.0
2013-07-15,201328,17796.0
2013-07-22,201329,19365.0
2013-07-29,201330,16514.0
2013-08-05,201331,18266.0
2013-08-12,201332,18783.0
2013-08-19,201333,17781.0
2013-08-26,201334,20539.0
2013-09-02,201335,19734.0
2013-09-09,201336,19763.0
2013-09-16,201337,19354.0
2013-09-23,201338,20266.0
2013-09-30,201339,19816.0
2013-10-07,201340,21685.0
2013-10-14,201341,19231.0
2013-10-21,201342,21155.0
2013-10-28,201343,20065.0
2013-11-04,201344,17031.0
2013-11-11,201345,20793.0
2013-11-18,201346,20382.0
2013-11-25,201347,16675.0
2013-12-02,201348,17634.0
2013-12-09,201349,14861.0
2013-12-16,201350,14754.0
2013-12-23,201351,10022.0
2013-12-30,201352,5014.0
2014-01-06,201401,8236.0
2014-01-13,201402,10623.0
2014-01-20,201403,13334.0
2014-01-27,201404,12131.0
2014-02-03,201405,10014.0
2014-02-10,201406,10995.0
2014-02-17,201407,10534.0
2014-02-24,201408,14097.0
2014-03-03,201409,12562.0
2014-03-10,201410,17184.0
2014-03-17,201411,16451.0
2014-03-24,201412,17421.0
2014-03-31,201413,18776.0
2014-04-07,201414,20614.0
2014-04-14,201415,23282.0
2014-04-21,201416,19630.0
2014-04-28,201417,18303.0
2014-05-05,201418,17603.0
2014-05-12,201419,19520.0
2014-05-19,201420,20694.0
2014-05-26,201421,20749.0
2014-06-02,201422,18167.0
2014-06-09,201423,20338.0
2014-06-16,201424,19189.0
2014-06-23,201425,19429.0
2014-06-30,201426,18014.0
2014-07-07,201427,20636.0
2014-07-14,201428,20202.0
2014-07-21,201429,20171.0
2014-07-28,201430,21950.0
2014-08-04,201431,17647.0
2014-08-11,201432,19169.0
2014-08-18,201433,16294.0
2014-08-25,201434,21981.0
2014-09-01,201435,21263.0
2014-09-08,201436,19402.0
2014-09-15,201437,20129.0
2014-09-22,201438,22519.0
2014-09-29,201439,20597.0
2014-10-06,201440,19534.0
2014-10-13,201441,17369.0
2014-10-20,201442,22052.0
2014-10-27,201443,19748.0
2014-11-03,201444,19114.0
2014-11-10,201445,19577.0
2014-11-17,201446,21121.0
2014-11-24,201447,23009.0
2014-12-01,201448,21067.0
2014-12-08,201449,17191.0
2014-12-15,201450,19569.0
2014-12-22,201451,13608.0
2014-12-29,201452,6355.0
2015-01-05,201501,4175.0
2015-01-12,201502,10357.0
2015-01-19,201503,12377.0
2015-01-26,201504,13720.0
2015-02-02,201505,12103.0
2015-02-09,201506,12123.0
2015-02-16,201507,14333.0
2015-02-23,201508,14113.0
2015-03-02,201509,15912.0
2015-03-09,201510,17435.0
2015-03-16,201511,21766.0
2015-03-23,201512,20039.0
2015-03-30,201513,22323.0
2015-04-06,201514,16165.0
2015-04-13,201515,21018.0
2015-04-20,201516,21389.0
2015-04-27,201517,22199.0
2015-05-04,201518,15342.0
2015-05-11,201519,23315.0
2015-05-18,201520,18275.0
2015-05-25,201521,20316.0
2015-06-01,201522,18595.0
2015-06-08,201523,19782.0
2015-06-15,201524,22421.0
2015-06-22,201525,22419.0
2015-06-29,201526,20752.0
2015-07-06,201527,19961.0
2015-07-13,201528,20471.0
2015-07-20,201529,23318.0
2015-07-27,201530,21597.0
2015-08-03,201531,20582.0
2015-08-10,201532,20801.0
2015-08-17,201533,18592.0
2015-08-24,201534,21171.0
2015-08-31,201535,22677.0
2015-09-07,201536,20741.0
2015-09-14,201537,22402.0
2015-09-21,201538,22316.0
2015-09-28,201539,20290.0
2015-10-05,201540,17868.0
2015-10-12,201541,20748.0
2015-10-19,201542,23025.0
2015-10-26,201543,20169.0
2015-11-02,201544,18813.0
2015-11-09,201545,19991.0
2015-11-16,201546,22480.0
2015-11-23,201547,19905.0
2015-11-30,201548,20142.0
2015-12-07,201549,18239.0
2015-12-14,201550,15858.0
2015-12-21,201551,16907.0
2015-12-28,201552,8916.0
2016-01-04,201553,5057.0
2016-01-04,201601,17146.0
2016-01-11,201602,16912.0
2016-01-18,201603,17153.0
2016-01-25,201604,17983.0
2016-02-01,201605,19923.0
2016-02-08,201606,21590.0
2016-02-15,201607,21795.0
2016-02-22,201608,21368.0
2016-02-29,201609,24172.0
2016-03-07,201610,24649.0
2016-03-14,201611,26105.0
2016-03-21,201612,22670.0
2016-03-28,201613,23049.0
2016-04-04,201614,27099.0
2016-04-11,201615,25909.0
2016-04-18,201616,25209.0
2016-04-25,201617,24450.0
2016-05-02,201618,19921.0
2016-05-09,201619,23863.0
2016-05-16,201620,24051.0
2016-05-23,201621,20330.0
2016-05-30,201622,22060.0
2016-06-06,201623,23746.0
2016-06-13,201624,21099.0
2016-06-20,201625,20309.0
2016-06-27,201626,21176.0
2016-07-04,201627,25416.0
2016-07-11,201628,27015.0
2016-07-18,201629,24213.0
2016-07-25,201630,24198.0
2016-08-01,201631,21241.0
2016-08-08,201632,24208.0
2016-08-15,201633,22615.0
2016-08-22,201634,24260.0
2016-08-29,201635,24019.0
2016-09-05,201636,23360.0
2016-09-12,201637,26310.0
2016-09-19,201638,26166.0
2016-09-26,201639,24337.0
2016-10-03,201640,26897.0
2016-10-10,201641,27281.0
2016-10-17,201642,25854.0
2016-10-24,201643,22602.0
2016-10-31,201644,23008.0
2016-11-07,201645,27070.0
2016-11-14,201646,27866.0
2016-11-21,201647,26150.0
2016-11-28,201648,22725.0
2016-12-05,201649,20805.0
2016-12-12,201650,20789.0
2016-12-19,201651,16644.0
2016-12-26,201652,11924.0
2017-01-02,201653,2224.0
2017-01-02,201701,15218.0
2017-01-09,201702,17422.0
2017-01-16,201703,19840.0
2017-01-23,201704,18396.0
2017-01-30,201705,17302.0
2017-02-06,201706,19966.0
2017-02-13,201707,20051.0
2017-02-20,201708,18147.0
2017-02-27,201709,24647.0
2017-03-06,201710,22920.0
2017-03-13,201711,24404.0
2017-03-20,201712,28848.0
2017-03-27,201713,26487.0
2017-04-03,201714,26488.0
2017-04-10,201715,21356.0
2017-04-17,201716,23916.0
2017-04-24,201717,26857.0
2017-05-01,201718,23873.0
2017-05-08,201719,28136.0
2017-05-15,201720,26102.0
2017-05-22,201721,23009.0
2017-05-29,201722,25708.0
2017-06-05,201723,25451.0
2017-06-12,201724,27831.0
2017-06-19,201725,25104.0
2017-06-26,201726,27101.0
2017-07-03,201727,26108.0
2017-07-10,201728,25308.0
2017-07-17,201729,26793.0
2017-07-24,201730,23409.0
2017-07-31,201731,23823.0
2017-08-07,201732,25974.0
2017-08-14,201733,19364.0
2017-08-21,201734,23181.0
2017-08-28,201735,26656.0
2017-09-04,201736,26029.0
2017-09-11,201737,24874.0
2017-09-18,201738,24446.0
2017-09-25,201739,24952.0
2017-10-02,201740,25017.0
2017-10-09,201741,24692.0
2017-10-16,201742,26177.0
2017-10-23,201743,25258.0
2017-10-30,201744,19839.0
2017-11-06,201745,24877.0
2017-11-13,201746,24695.0
2017-11-20,201747,22347.0
2017-11-27,201748,22530.0
2017-12-04,201749,21029.0
2017-12-11,201750,20400.0
2017-12-18,201751,17122.0
2017-12-25,201752,10401.0
2018-01-01,201801,13632.0
2018-01-08,201802,16608.0
2018-01-15,201803,16040.0
2018-01-22,201804,16732.0
2018-01-29,201805,18289.0
2018-02-05,201806,17334.0
2018-02-12,201807,16829.0
2018-02-19,201808,19528.0
2018-02-26,201809,15345.0
2018-03-05,201810,20737.0
2018-03-12,201811,22921.0
2018-03-19,201812,22412.0
2018-03-26,201813,18890.0
2018-04-02,201814,21036.0
2018-04-09,201815,23298.0
2018-04-16,201816,23721.0
2018-04-23,201817,25494.0
2018-04-30,201818,23083.0
2018-05-07,201819,22387.0
2018-05-14,201820,28016.0
2018-05-21,201821,22818.0
2018-05-28,201822,18637.0
2018-06-04,201823,22101.0
2018-06-11,201824,23806.0
2018-06-18,201825,20615.0
2018-06-25,201826,22105.0
2018-07-02,201827,23193.0
2018-07-09,201828,26737.0
2018-07-16,201829,23249.0
2018-07-23,201830,24431.0
2018-07-30,201831,23702.0
2018-08-06,201832,24642.0
2018-08-13,201833,22485.0
2018-08-20,201834,24140.0
2018-08-27,201835,22094.0
2018-09-03,201836,23770.0
2018-09-10,201837,23883.0
2018-09-17,201838,24538.0
2018-09-24,201839,22081.0
2018-10-01,201840,23171.0
2018-10-08,201841,23598.0
2018-10-15,201842,26630.0
2018-10-22,201843,21046.0
2018-10-29,201844,20447.0
2018-11-05,201845,22770.0
2018-11-12,201846,25264.0
2018-11-19,201847,25227.0
2018-11-26,201848,20138.0
2018-12-03,201849,19974.0
2018-12-10,201850,20295.0
2018-12-17,201851,14754.0
2018-12-24,201852,10085.0
2019-01-07,201901,14633.0
2019-01-14,201902,12303.0
2019-01-21,201903,15060.0
2019-01-28,201904,17898.0
2019-02-04,201905,14219.0
2019-02-11,201906,18372.0
2019-02-18,201907,18920.0
2019-02-25,201908,20461.0
2019-03-04,201909,19751.0
2019-03-11,201910,23388.0
2019-03-18,201911,25116.0
2019-03-25,201912,23096.0
2019-04-01,201913,23097.0
2019-04-08,201914,23445.0
2019-04-15,201915,22532.0
2019-04-22,201916,21027.0
2019-04-29,201917,19844.0
2019-05-06,201918,19837.0
2019-05-13,201919,23639.0
2019-05-20,201920,24409.0
2019-05-27,201921,21914.0
2019-06-03,201922,18822.0
2019-06-10,201923,23658.0
2019-06-17,201924,21677.0
2019-06-24,201925,22311.0
2019-07-01,201926,20608.0
2019-07-08,201927,20609.0
2019-07-15,201928,17696.0
2019-07-22,201929,21023.0
2019-07-29,201930,21894.0
2019-08-05,201931,21068.0
2019-08-12,201932,22514.0
2019-08-19,201933,19778.0
2019-08-26,201934,21694.0
2019-09-02,201935,21646.0
2019-09-09,201936,22197.0
2019-09-16,201937,22510.0
2019-09-23,201938,23545.0
2019-09-30,201939,22834.0
2019-10-07,201940,21106.0
2019-10-14,201941,21190.0
2019-10-21,201942,24004.0
2019-10-28,201943,22197.0
2019-11-04,201944,18762.0
2019-11-11,201945,21749.0
2019-11-18,201946,21363.0
2019-11-25,201947,21834.0
2019-12-02,201948,21622.0
2019-12-09,201949,20626.0
2019-12-16,201950,18787.0
2019-12-23,201951,16438.0
2019-12-30,201952,6832.0
2020-01-06,202001,4991.0
2020-01-13,202002,12982.0
2020-01-20,202003,15962.0
2020-01-27,202004,15276.0
2020-02-03,202005,16693.0
2020-02-10,202006,17841.0
2020-02-17,202007,20299.0
2020-02-24,202008,17023.0
2020-03-02,202009,18626.0
2020-03-09,202010,20860.0
2020-03-16,202011,22328.0
2020-03-23,202012,21331.0
2020-03-30,202013,20764.0
2020-04-06,202014,17819.0
2020-04-13,202015,15064.0
2020-04-20,202016,15726.0
2020-04-27,202017,20764.0
2020-05-04,202018,13736.0
2020-05-11,202019,19863.0
2020-05-18,202020,21551.0
2020-05-25,202021,17227.0
2020-06-01,202022,17290.0
2020-06-08,202023,18648.0
2020-06-15,202024,14654.0
2020-06-22,202025,19632.0
2020-06-29,202026,18913.0
2020-07-06,202027,18057.0
2020-07-13,202028,18072.0
2020-07-20,202029,17826.0
2020-07-27,202030,19514.0
2020-08-03,202031,18682.0
2020-08-10,202032,17833.0
2020-08-17,202033,19628.0
2020-08-24,202034,19424.0
2020-08-31,202035,22425.0
2020-09-07,202036,21366.0
2020-09-14,202037,18144.0
2020-09-21,202038,19480.0
2020-09-28,202039,21041.0
2020-10-05,202040,21754.0
2020-10-12,202041,21444.0
2020-10-19,202042,23437.0
2020-10-26,202043,23718.0
2020-11-02,202044,20875.0
2020-11-09,202045,23515.0
2020-11-16,202046,22472.0
2020-11-23,202047,21069.0
2020-11-30,202048,23153.0
2020-12-07,202049,19500.0
2020-12-14,202050,17811.0
2020-12-21,202051,16341.0
2020-12-28,202052,6588.0
2021-01-04,202053,5387.0
2021-01-04,202101,10936.0
2021-01-11,202102,16069.0
2021-01-18,202103,14644.0
2021-01-25,202104,14720.0
2021-02-01,202105,14384.0
2021-02-08,202106,15588.0
2021-02-15,202107,15835.0
2021-02-22,202108,14229.0
2021-03-01,202109,19165.0
2021-03-08,202110,18800.0
2021-03-15,202111,21402.0
2021-03-22,202112,22202.0
2021-03-29,202113,18306.0
2021-04-05,202114,21027.0
2021-04-12,202115,19843.0
2021-04-19,202116,20942.0
2021-04-26,202117,22081.0
2021-05-03,202118,23261.0
2021-05-10,202119,22520.0
2021-05-17,202120,22345.0
2021-05-24,202121,19464.0
2021-05-31,202122,21092.0
2021-06-07,202123,20499.0
2021-06-14,202124,19917.0
2021-06-21,202125,20025.0
2021-06-28,202126,18510.0
2021-07-05,202127,20231.0
2021-07-12,202128,22573.0
2021-07-19,202129,21651.0
2021-07-26,202130,19934.0
2021-08-02,202131,20103.0
2021-08-09,202132,18553.0
2021-08-16,202133,23908.0
2021-08-23,202134,22983.0
2021-08-30,202135,20282.0
2021-09-06,202136,22662.0
2021-09-13,202137,22433.0
2021-09-20,202138,24266.0
2021-09-27,202139,22447.0
2021-10-04,202140,24540.0
2021-10-11,202141,23636.0
2021-10-18,202142,24326.0
2021-10-25,202143,20974.0
2021-11-01,202144,17849.0
2021-11-08,202145,21342.0
2021-11-15,202146,21793.0
2021-11-22,202147,22062.0
2021-11-29,202148,18771.0
2021-12-06,202149,17080.0
2021-12-13,202150,17256.0
2021-12-20,202151,13985.0
2021-12-27,202152,8994.0
2022-01-03,202153,1734.0
2022-01-03,202201,8360.0
2022-01-10,202202,11215.0
2022-01-17,202203,10212.0
2022-01-24,202204,9765.0
2022-01-31,202205,10441.0
2022-02-07,202206,14531.0
2022-02-14,202207,11860.0
2022-02-21,202208,11810.0
2022-02-28,202209,14066.0
2022-03-07,202210,16943.0
2022-03-14,202211,16466.0
2022-03-21,202212,17597.0
2022-03-28,202213,17918.0
2022-04-04,202214,20110.0
2022-04-11,202215,18338.0
2022-04-18,202216,15797.0
2022-04-25,202217,18065.0
2022-05-02,202218,20184.0
2022-05-09,202219,19482.0
2022-05-16,202220,17311.0
2022-05-23,202221,16690.0
2022-05-30,202222,20592.0
2022-06-06,202223,18568.0
2022-06-13,202224,17256.0
2022-06-20,202225,16836.0
2022-06-27,202226,18173.0
2022-07-04,202227,19735.0
2022-07-11,202228,20142.0
2022-07-18,202229,21703.0
2022-07-25,202230,23968.0
2022-08-01,202231,18725.0
2022-08-08,202232,18813.0
2022-08-15,202233,19210.0
2022-08-22,202234,17822.0
2022-08-29,202235,20212.0
2022-09-05,202236,21555.0
2022-09-12,202237,21584.0
2022-09-19,202238,19228.0
2022-09-26,202239,18759.0
